路段序號,自行車道路線編號,路段名稱,路段起點描述,路段迄點描述,縣市別,鄉鎮別,管養單位,所屬道路寬度（M）,自行車道車行方向,自行車道類型,自行車道鋪面類別,自行車道長度（M）,自行車道寬度（M）,自行車道道路結構,補助經費（百萬元）,補助機關,完工日期,路徑（X）,路徑（Y）,備註
TP1010,,樂群二路南側,明水路,堤頂大道2段,台北市,,臺北市政府,20,1,7,,1055.81,1.5,,0,,990630,"305706.555,306196.345,306441.182,306681.728,306747.512","2774739.614,2774734.424,2774733.885,2774746.403,2774792.424",
TP1101,,汀州路3段44號旁巷道,汀州路,汀州路3段60巷,台北市,,臺北市政府,20,1,7,,142,1.5,,0,,1000831,"303430.176,303544.763","2767762.023,2767676.849",
TP1012,,長興街北側,基隆路,芳蘭路,台北市,,臺北市政府,15,1,7,,360,1.5,,0,,1000930,"304955.23,305254.015","2767789.003,2767556.599",
TP1013,,長興街南側,基隆路,芳蘭路,台北市,,臺北市政府,15,1,7,,360,1.5,,0,,1001030,"304947.716,305238.902","2767775.016,2767550.002",
TP1014,,大業路,大度路,大業路452巷,台北市,,臺北市政府,30,1,7,,1300,1.5,,0,,1001031,"300014.13,300079.017,300157.032,300201.919,300254.486,300299.373,300331.011,300369.006","2780434.37,2780284.075,2780101.484,2779961.196,2779789.257,2779649.412,2779493.014,2779308.616",
TP1015,,大業路自行車道,大業路517巷,大業路452巷,台北市,,臺北市政府,30,1,7,,226.79,1.5,,0,,1011231,"299977.822,299972.083,299970.176,299972.946,299983.892,300015.933","2780655.994,2780626.176,2780596.262,2780555.842,2780513.236,2780437.81",
TP1016,,信義路,杭州南路,松仁路,台北市,,臺北市政府,40,1,7,,9600,1.5,,0,,1021231,"307361.039,303507.876,303201.407,302926.868,302912.344,303082.091,303212.715,303351.951,303527.052,303701.227,303758.552,304269.673,304443.45,304455.354,307348.622","2769563.301,2769622.437,2769670.31,2769812.687,2769784.606,2769704.848,2769643.216,2769624.596,2769596.149,2769598.273,2769597.058,2769577.59,2769578.281,2769579.436,2769540.099",
TP1017,,辛亥路南側,新生南路,芳蘭路,台北市,,臺北市政府,50,1,7,,1600,2,,0,,1030331,"303951.219,304196.543,304243.166,304265.994,304396.227,304817.089,304880.871,304940.203,304983.921,305036.102,305350.776,305352.425,305374.235,305388.302","2768340.168,2768347.12,2768323.047,2768318.375,2768232.715,2768208.809,2768209.84,2768188.036,2768158.637,2768108.226,2767789.269,2767780.857,2767753.586,2767744.228",
TP1018,,南京東路6段,舊宗路,彩虹橋,台北市,,臺北市政府,25,1,7,,1044,1.5,,0,,1030430,"307935.801,308637.38#307936.918,307996.629,308101.771,308137.506,308166.641","2771838.797,2772258.836#2771837.14,2771794.859,2771770.605,2771766.991,2771772.986",
TP1019,,新生南路東側,八德路,信義路,台北市,,臺北市政府,40,1,7,,1167,1.5,,0,,1030630,"303777.467,303794.567","2769611.754,2770778.975",
TP1020,,羅斯福路兩側,愛國東路,和平東路,台北市,,臺北市政府,40,1,7,,1950,1.5,,0,,1031030,"302698.531,302148.645#302189.209,302629.962,302729.07","2768888.008,2769697.82#2769699.082,2769030.19,2768898.427",
TP1021,,南京東西路,南京東路5段291巷,寧夏路,台北市,,臺北市政府,40,1,7,,10420,1.5,,0,,1031030,"301941.254,301980.105,302589.412,302728.373,303006.982,307125.776,307124.441,306927.251,302711.088,301987.268","2771875.927,2771848.05,2771698.301,2771666.936,2771662.033,2771595.46,2771576.956,2771583.111,2771649.035,2771821.826",
TP1022,,行善路、行愛路、民權東路6段、舊宗路2段,新湖路1段339巷,民權東路6段11巷,台北市,,臺北市政府,20,1,7,,2266,1.5,,0,,1040731,"308366.673,308051.035,308548.308,308773.743,308403.073,308367.286","2773272.314,2773165.959,2772441.996,2772622.189,2773183.079,2773270.655",
TP1023,,中華路兩側,忠孝西路,愛國西路,台北市,,臺北市政府,45,1,7,,2400,1.5,,0,,1041231,"301136.825,301135.973,301169.277,301187.368,301208.694,301281.583,301355.882,301395.954,301410.138,301427.742#301492.252,301464.27,301445.007,301438.57,301188.816","2770031.501,2770043.572,2770177.392,2770250.898,2770322.755,2770610.025,2770897.19,2771054.852,2771120.147,2771188.113#2771099.41,2771054.112,2770997.991,2770965.734,2770025.936",
TP1024,,松山路西側,忠孝東路,永吉路,台北市,,臺北市政府,20,1,7,,460,2,,0,,1041231,"308293.303,308291.272","2770442.092,2770918.054",
TP1025,,仁愛路(北側),市府路,景福門,台北市,,臺北市政府,40,1,7,,4685,1.5,,0,,1041231,"302267.486,302280.485,302474.454,302789.88,303019.654,303307.89,303365.307,303703.298,303742.647,303774.809,303871.892,303937.602,304024.889,304555.744,304622.341,304697.616,304832.847,305121.789,305292.545,305298.62,305313.382,305340.037,305375.404,305410.553,305447.369,305463.201,305472.478,305674.727,305684.417,305759.912,305841.962,305981.329,306236.259,306277.044,306402.806,306571.049,306656.628,306668.599,306861.454","2770235.272,2770240.195,2770209.703,2770164.064,2770139.145,2770131.737,2770132.405,2770123.982,2770125.687,2770133.014,2770131.956,2770153.483,2770154.271,2770141.095,2770142.358,2770118.844,2770117.06,2770110.358,2770107.725,2770127.577,2770145.36,2770166.957,2770180.06,2770172.449,2770151.884,2770129.795,2770106.572,2770102.188,2770101.674,2770098.88,2770097.111,2770095.798,2770090.532,2770086.601,2770080.917,2770076.185,2770075.21,2770059.974,2770058.228",
TP1026,,辛亥路北側,新生南路,基隆路,台北市,,臺北市政府,50,1,7,,1350,2,,0,,1050131,"303956.648,304166.953,304203.22,304285.191,304301.393,304330.886,304378.165,304406.074,304440.527,304545.108,304758.385,304847.718,304903.243,304957.71,305031.588,305178.359","2768396.792,2768402.829,2768419.588,2768440.073,2768401.147,2768344.663,2768307.965,2768294.452,2768285.285,2768279.941,2768275.256,2768272.291,2768268.415,2768251.576,2768201.806,2768046.216",
TP1027,,新生南路3段西側人行道,信義路,和平東路,台北市,,臺北市政府,40,1,7,,744,1.5,,0,,1050131,"303736.47,303861.515,303930.559,303965.064,303956.275","2769592.208,2769180.315,2768972.234,2768872.458,2768772.512",
TP1028,,新生南路3段東側,羅斯福路,和平東路,台北市,,臺北市政府,40,1,7,,1081,1.5,,0,,1050831,"303786.102,303821.682,303835.129,303839.989,303932.748,303995.324","2767699.285,2767737.196,2767756.855,2767778.695,2768263.888,2768749.073",
TP1029,,和平西路3段,康定路,昆明路,台北市,,臺北市政府,30,1,7,,324,2,,0,,1050131,"300681.725,300583.322,300587.365,300774.278,300785.391","2769754.661,2769757.398,2769783,2769777.933,2769774.763",
TP2320,,文德路(南側),文湖路2段,成功路3段,台北市,,台北市政府,30,1,5,,943.94,2,,0,,1021231,"308465.564,308523.38,308575.735,308697.286,308932.82,309179.134,309402.548","2774586.231,2774583.599,2774584.045,2774586.562,2774592.009,2774600.719,2774655.634",
TP2361,,北平東路(南側),中山北路1段,林森北路,台北市,,臺北市政府,20,1,5,,302,2,,0,,1021231,"302528.264,302847.451","2771095.492,2771011.654",
TP2362,,北安路(南側),敬業四路,明水路,台北市,,臺北市政府,30,1,5,,596,2,,0,,1021231,"305815.028,306103.797,306128.446,306162.487,306191.055,306227.47,306270.429,306310.796,306335.356","2775348.729,2775259.528,2775250.879,2775239.61,2775234.854,2775235.004,2775238.393,2775258.941,2775271.781",
TP2363,,北安路(東南側),明水路,中山高速公路,台北市,,臺北市政府,30,1,5,,3180,2,,0,,1021231,"303179.834,303256.756,303337.018,303417.825,303578.333,303737.357,303782.083,303815.753,303866.817,304377.279,304383.477,304391.285,304399.437,304917.897,305186.369,305242.788,305307.816,305343.183,305398.959,305427.55,305437.151,305451.166,305536.323,305595.207,305623.302,305640.637,305665.429,305695.207,305721.773","2774352.251,2774416.796,2774478.586,2774503.936,2774527.716,2774518.594,2774509.355,2774515.469,2774510.908,2774484.245,2774574.324,2774665.406,2774670.313,2774710.606,2774727.53,2774745.703,2774805.117,2774864.853,2775115.637,2775229.069,2775249.601,2775276.02,2775345.819,2775377.185,2775389.151,2775392.988,2775398.517,2775393.765,2775384.791",
TP2321,,大度路三段(南側),中央北路,立德路,台北市,,臺北市政府,45,1,5,,729,2,,0,,1021231,"296821.539,296919.292,296963.501,297007.293,297173.937,297356.32,297538.81","2779563.452,2779523.58,2779511.88,2779504.388,2779489.125,2779472.147,2779453.51",
TP2322,,中山北路(西側1),忠誠路,市民大道,台北市,,臺北市政府,37,1,5,,6474,2,,0,,1021231,"302912.522,303067.747,303106.099,303140.324,303264.219,303189.007,303199.274,303174.131,303128.843,303050.645,302995.814,302983.212,302907.112,302874.32,302907.816,302954.174,302965.791,303005.87,302986.45,302896.428,302876.745,302863.673,302767.739,302676.469,302670.788,302693.394,302728.948,302746.45,302745.573,302726.399,302701.045,302530.494","2777411.615,2777074.265,2776990.342,2776852.68,2776327.791,2775931.059,2775755.865,2775659.066,2775580.466,2775482.353,2775341.465,2775028.054,2774908.24,2774805.764,2774622.795,2774452.836,2774371.023,2774181.656,2774116.892,2774047.534,2774024.308,2773987.15,2773646.501,2773219.804,2773071.132,2772912.711,2772745.811,2772602.878,2772464.305,2772178.23,2771610.56,2771224.101",
TP2323,,中山南路(東側1),信義路1段,愛國西路,台北市,,臺北市政府,40,1,5,,400,2,,0,,1021231,"302147.553,302147.948,302185.873,302242.3","2769745.999,2769774.8,2769911.963,2770145.233",
TP2324,,中正路(南側),承德路5段,雨農路,台北市,,臺北市政府,40,1,5,,1681.29,2,,0,,1021231,"302117.866,302426.475,302611.245,302652.657,303181.26,303652.731","2775958.379,2776181.763,2776317.612,2776329.07,2776468.807,2776565.362",
TP2325,,仁愛路(南側),市府路,景福門,台北市,,臺北市政府,40,1,5,,4669,2,,0,,1021231,"302290.307,302991.432,303412.873,303855.714,303919.878,303944.712,304006.18,304181.986,304240.32,304303.689,304338.338,304365.937,304491.405,304580.834,304630.67,304670.184,304698.825,304749.792,304769.269,304769.549,304830.507,304836.487,304848.398,304956.78,305136.918,305210.195,305287.294,305292.904,305302.554,305320.895,305343.457,305370.936,305390.32,305400.198,305426.402,305453.768,305466.61,305473.586,305710.552,305945.808,306252.616,306282.429,306859.898","2770205.23,2770104.476,2770097.477,2770088.915,2770067.679,2770065.119,2770062.149,2770058.636,2770082.461,2770083.71,2770074.654,2770062.358,2770054.218,2770049.369,2770053.112,2770064.126,2770068.893,2770067.324,2770067.292,2770073.053,2770071.414,2770064.792,2770064.065,2770064.057,2770062.125,2770058.765,2770058.634,2770044.035,2770028.345,2770009.589,2769995.392,2769987.749,2769985.723,2769988.533,2769996.946,2770017.328,2770035.767,2770057.506,2770052.489,2770046.361,2770039.314,2770053.172,2770044.154",
TP2326,,內湖路1段(北側),內湖路1段91巷,文德路,台北市,,臺北市政府,30,1,5,,1870,2,,0,,1021231,"306614.622,306792.176,306893.995,306976.291,307044.18,307121.128,307190.159,307428.881,307508.181,307562.646,307631.65,307750.359,307959.903,308059.033,308145.245,308155.088,308167.158,308178.844,308189.127,308197.701,308213.963,308231.37,308242.731,308247.181,308245.807,308334.442,308384.27,308419.627","2775261.64,2775161.579,2775105.069,2775061.437,2775037.684,2775018.733,2775011.268,2775000.53,2774974.28,2774952.578,2774927.836,2774886.135,2774810.373,2774771.028,2774733.181,2774743.303,2774751.662,2774755.367,2774756.962,2774757.22,2774752.526,2774739.419,2774724.846,2774698.613,2774689.524,2774651.355,2774629.636,2774618.046",
TP2327,,天津街(西側),北平東路,忠孝東路1段,台北市,,臺北市政府,12,1,5,,160,2,,0,,1021231,"302635.161,302674.019","2770902.615,2771057.285",
TP2328,,春光公園,忠孝東路5段,林口街,台北市,,臺北市政府,40,1,5,,385,2,4,0,,1060831,"308634.587,308565.883,308609.606,308643.086","2770653.459,2770579.393,2770502.042,2770648.4",
TP1033,,艋舺大道,西園路,雙園街,台北市,,臺北市政府,30,1,3,,610,1.5,,0,,1061231,"299790.024,300030.665,300120.354,300178.837,300211.831,300239.48","2769260.133,2769494.176,2769528.953,2769542.127,2769543.799,2769544.454",
TP1035,,信義計畫區自行車道,徒步區道路,徒步區道路,台北市,,台北市政府,20,1,4,,7279,1.5,,0,,930501,"307373.714,307383.032,307381.843,307380.631,307139.229,306883.675,306883.022,306885.795,307082.913,307076.328,307070.471,307069.387,307059.65,307065.477,307211.213,307474.728,307964.112#307073.704,307231.638,307706.049#307610.088,307600.398,307712.926,307718.639#306929.618,307233.086,307380.026#307232.825,307229.578,307210.264,307211.373#306890.33,307061.488#306884.015,307055.055#306716.867,306721.501,306860.047#306884.038,306880.783","2769572.88,2770429.82,2770328.462,2770232.643,2770236.948,2770247.179,2769870.788,2770246.967,2770238.484,2770051.481,2769883.311,2769852.956,2769574.778,2769750.147,2769747.212,2769741.894,2769732.663#2770051.581,2770050.691,2770047.813#2770213.227,2769950.445,2769948.815,2770149.108#2770337.425,2770331.382,2770328.565#2770321.412,2770060.873,2770022.023,2769757.182#2769884.997,2769883.606#2769850.521,2769853.45#2769955.388,2769884.295,2769887.086#2769845.094,2769584.555",
TP1034,,舊宗路一段(潭美國小周邊),南京東路6段,行善路,台北市,,臺北市政府,40,1,3,,150,1.5,,0,,1070531,"308575.919,308576.221,308652.933","2772426.497,2772426.719,2772278.73",
TP1032,,行善路(潭美國小周邊),舊宗路,行善路181巷,台北市,,臺北市政府,30,1,3,,150,1.5,,0,,1070531,"308579.848,308675.863","2772427.953,2772507.455",
TP1037,,艋舺大道(東側),和平西路3段52巷,西園路,台北市,萬華區,台北市政府,40,1,3,,610,1.5,,0,,1061231,"300793.644,300533.466,300418.755,300248.123","2769590.588,2769540.111,2769531.601,2769554.123",
TP1031,,復興南北路,民權東路3段,和平東路2段,台北市,,臺北市政府,40,1,3,,4079,1.5,,0,,1050531,"304892.046,304833.32,304831.133","2772736.508,2769772.797,2768657.916",
TP2363,,中坡北路,松隆路,永吉路517巷8弄,台北市,,臺北市政府,36,1,5,,200,2,,0,,1080831,"308524.367,308528.803,308534.013,308545.391,308557.164,308566.383,308573.192,308577.816,308577.98,308577.962","2771248.254,2771225.677,2771210.856,2771192.85,2771177.06,2771168.681,2771157.412,2771137.826,2771099.612,2771056.855",
TP1036,,崇實路,崇實路145號,北安路,台北市,,新工處,30,1,3,,975,1.5,,0,,1050801,"304908.084,304906.816#304938.329,304930.614","2775218.327,2774731.718#2775222.658,2774734.029",
,,松信路東側,忠孝東路,市民大道,台北市,,臺北市政府,20,0,10,,892,1.5,,0,,990101,"307721.386,307745.793","2770454.174,2771340.422",
,,松信路西側,市民大道,忠孝東路,台北市,,臺北市政府,2,,10,,884,1.5,,0,,990101,"307730.665,307707.358","2771338.696,2770454.669",
,,莊敬路北側,松仁路,松勤街,台北市,,臺北市政府,20,0,10,,1000,1.5,,0,,940101,"307356.633,306882.905,306650.483,306648.788","2768857.582,2769002.037,2769293.941,2769434.941",
,,莊敬路南側,松勤街,松仁路,台北市,,臺北市政府,20,0,10,,1000,1.5,,0,,940101,"306637.881,306637.966,306867.556,307356.077","2769436.779,2769294.553,2769004.188,2768845.838",
,,松德路東側,信義路5段,松山路,台北市,,臺北市政府,30,0,10,,774,1.5,,0,,830101,"307994.364,308000.323,308298.102","2769643.18,2770022.253,2770263.555",
,,松德路西側,松山路,信義路5段,台北市,,臺北市政府,30,0,10,,744,1.5,,0,,830101,"308289.523,307985.333,307971.918","2770287.444,2770035.26,2769629.239",
,,永吉路北側,忠孝東路,松信路,台北市,,臺北市政府,30,0,10,,1036,1.5,,0,,940101,"308777.38,307740.138","2770933.762,2770959.577",
,,永吉路南側,松信路,忠孝東路,台北市,,臺北市政府,30,0,10,,1036,1.5,,0,,940101,"307737.509,308771.514","2770936.969,2770913.356",
,,松仁路東側,莊敬路,莊敬路423巷8弄,台北市,,臺北市政府,20,0,10,,192,1.5,,0,,800101,"307369.626,307361.784","2768863.95,2769049.12",
,,松仁路西側,莊敬路423巷8弄,莊敬路,台北市,,臺北市政府,30,0,10,,192,1.5,,0,,800101,"307347.151,307355.3","2769049.059,2768862.782",
,,民權東路4、5路北側,三民路,敦化北路,台北市,,臺北市政府,34,0,10,,1200,1.5,,0,,910101,"306793.28,306198.264,306092.27,305607.483","2772861.48,2772775.055,2772763.874,2772712.377",
,,民權東路4、5段南側,敦化北路,三民路,台北市,,臺北市政府,34,0,10,,1200,1.5,,0,,910101,"305592.061,305953.154,306216.101,306785.797","2772683.847,2772735.279,2772755.744,2772841.29",
,,光復北路東側,民生東路,民權東路,台北市,,臺北市政府,18,0,10,,381,1.5,,0,,910101,"306022.912,305963.98","2772356.739,2772727.902",
,,光復北路西側,民權西路,民生西路,台北市,,臺北市政府,18,0,10,,381,1.5,,0,,910101,"305951.662,306013.119","2772729.956,2772358.36",
,,撫遠街北側,民權東路5段,濱江街,台北市,,臺北市政府,40,0,10,,1110,1.5,,0,,960101,"307343.136,307304.768,307338.064,307360.679,307351.81,307326.185,307289.202,307252.898,307207.856,306949.183","2772960.702,2773207.665,2773399.323,2773563.577,2773609.287,2773657.142,2773695.202,2773715.431,2773726.54,2773726.011",
,,撫遠街南側,濱江街,民權東路5段,台北市,,臺北市政府,40,0,10,,1105,1.5,,0,,960101,"306954.525,307159.121,307224.611,307277.769,307312.792,307338.387,307352.338,307359.018,307360.108,307335.869,307312.118,307307.927,307309.224,307344.248","2773727.252,2773728.108,2773724.616,2773702.797,2773675.363,2773634.486,2773603.862,2773574.758,2773555.378,2773393.554,2773259.425,2773224.404,2773179.77,2772960.264",
,,基隆路3、4段東側,羅斯福路4段,辛亥路,台北市,,臺北市政府,40,0,10,,1239,1.5,,0,,1040101,"304254.407,305154.216","2767143.313,2767976.336",
,,基隆路3、4段北側,辛亥路,羅斯福路,台北市,,臺北市政府,40,0,10,,1239,1.5,,0,,1040101,"305133.234,304239.793","2767998.404,2767163.304",
,,復興南路2段東側,辛亥路,信義路,台北市,,臺北市政府,40,0,10,,1294,1.5,,0,,960101,"304847.296,304851.762,304861.248,304867.736,304868.353","2768276.72,2768622.664,2769025.23,2769445.285,2769568.018",
,,秀明路1、2段北側,萬壽路,久康路,台北市,,臺北市政府,20,0,10,,1550,1.5,,0,,830101,"308254.487,308240.389,308237.479,308236.088,308224.034,308208.178,308176.064,308131.354,308097.699,308038.964,307980.991,307899.059,307634.246,307487.358,307374.385,307251.949,307031.247","2764652.544,2764715.51,2764806.327,2764895.932,2764929.221,2764954.52,2764980.967,2765001.823,2765010.874,2765006.305,2764988.78,2764979.35,2764983.217,2764983.929,2764961.634,2764908.95,2764768.351",
,,秀明路1、2段南側,久康路,萬壽路,台北市,,臺北市政府,20,0,10,,1550,1.5,,0,,830101,"307033.125,307120.028,307204.483,307246.064,307304.697,307370.92,307447.157,307480.756,307653.788,307898.51,307952.09,308007.561,308056.759,308080.582,308105.219,308133.421,308157.292,308184.728,308205.415,308216.303,308223.468,308225.533,308227.446,308242.889","2764753.848,2764806.493,2764864.998,2764891.867,2764920.912,2764945.447,2764965.151,2764969.28,2764969.232,2764965.945,2764971.931,2764984.351,2764999.845,2765000.389,2764999.165,2764990.645,2764979.669,2764961.288,2764939.554,2764919.33,2764896.21,2764861.549,2764720.44,2764649.947",
,,三元街北側,和平西路,汀洲街,台北市,,臺北市政府,30,0,10,,820,1.5,,0,,910101,"301898.665,301820.159,301746.848,301651.78,301566.892,301465.757,301414.937,301349.185,301283.237,301244.991,301215.866,301193.651","2768930.362,2768927.406,2768938.426,2768965.315,2768995.345,2769052.34,2769094.13,2769162.004,2769228.438,2769254.657,2769270.941,2769274.402",
,,三元街南側,汀洲路,和平西路,台北市,,臺北市政府,30,0,10,,820,1.5,,0,,910101,"301209.865,301253.211,301346.123,301442.336,301508.502,301639.602,301750.223,301841.7,301925.041","2769256.297,2769242.503,2769144.27,2769054.246,2769010.853,2768956.408,2768926.698,2768915.746,2768920.825",
,,北平東路北側,杭州北路,中山北路,台北市,,臺北市政府,20,0,10,,700,1.5,,0,,790101,"303197.405,302831.958,302527.114","2770931.267,2771025.662,2771106.01",
,,北平東路南側,中山北路,杭州北路,台北市,,臺北市政府,20,0,10,,700,1.5,,0,,790101,"302518.887,302844.035,303060.083,303199.879","2771093.794,2771007.875,2770953.883,2770917.763",
,,承德路4-7段東側,通河街,大業路,台北市,,臺北市政府,40,0,10,,5490,1.5,,0,,760101,"302688.631,302768.103,302804.527,302822.99,302822.711,302805.418,302785.647,302710.477,302623.239,302563.034,302484.924,302338.806,302262.399,302191.432,302113.226,302056.133,302012.516,301939.331,301835.95,301743.64,301699.591,301686.484,301660.076,301629.748,301605.361,301584.637,301570.316,301542.591,301387.806,301192.947,300958.436,300774.909,300585.933,300456.158,300400.839","2774772.368,2774934.175,2775036.444,2775139.862,2775211.97,2775353.354,2775431.368,2775566.768,2775719.069,2775767.353,2775803.051,2775844.027,2775856.694,2775897.295,2775958.361,2776011.422,2776101.642,2776301.188,2776590.895,2776834.787,2776986.814,2777144.941,2777406.364,2777717.617,2778004.967,2778071.017,2778124.242,2778174.869,2778328.694,2778520.142,2778744.675,2778929.082,2779115.687,2779248.016,2779290.346",
,,承德路4段西側,中正路,通河街,台北市,,臺北市政府,40,0,10,,1533,1.5,,0,,760101,"302103.334,302155.43,302212.398,302237.873,302300.776,302392.224,302481.196,302533.742,302591.29,302679.32,302755.614,302780.391,302795.458,302796.675,302792.023,302774.958,302726.426,302662.785","2775933.622,2775895.053,2775848.527,2775834.003,2775818.183,2775802.916,2775775.566,2775751.622,2775711.967,2775563.546,2775424.384,2775329.774,2775216.295,2775162.356,2775113.379,2775039.542,2774911.86,2774777.918",
,,至善路1、2段北側,故宮,福林路254巷,台北市,,臺北市政府,40,0,10,,1226,1.5,,0,,650101,"305385.062,305354.292,305210.359,305068.739,304948.862,304889.169,304818.852,304694.96,304458.155,304262.038,304249.799","2776921.436,2776898.493,2776824.026,2776750.789,2776688.386,2776658.57,2776662.053,2776669.641,2776688.298,2776748.106,2776756.697",
,,至善路1、2段南側,福林路254巷,故宮,台北市,,臺北市政府,40,0,10,,1226,1.5,,0,,650101,"304233.137,304250.539,304442.821,304886.258,305007.679,305229.51,305386.063,305398.74","2776736.249,2776722.916,2776663.868,2776629.98,2776685.189,2776802.282,2776898.622,2776906.538",
,,重慶北路4段東側,重慶北路4段1巷,中正路,台北市,,臺北市政府,60,0,10,,700,1.5,,0,,650101,"301828.516,301693.086,301589.754,301568.983","2774752.789,2775085.463,2775361.105,2775412.201",
,,重慶北路4段西側,中正路,重慶北路4段1巷,台北市,,臺北市政府,60,0,10,,700,1.5,,0,,650101,"301514.015,301553.231,301680.605,301791.022","2775436.583,2775362.96,2775024.937,2774743.896",
,,明水路東側,明水路475巷,北安路,台北市,,臺北市政府,30,0,10,,1000,1.5,,0,,1000101,"305602.047,305660.107,305693.424,305720.467,305724.278,305713.764,305685.818,305658.227,305610.288,305575.237,305573.401,305580.869,305596.651,305627.855,305668.896,305715.635,305760.204","2774466.698,2774503.045,2774545.938,2774618.491,2774673.337,2774728.235,2774802.889,2774889.508,2775043.169,2775153.684,2775183.251,2775232.02,2775270.299,2775311.521,2775339.935,2775356.298,2775360.8",
,,明水路西側,北安路,明水路475巷,台北市,,臺北市政府,30,0,10,,1000,1.5,,0,,1000101,"305722.705,305683.711,305641.125,305617.902,305593.704,305578.569,305561.493,305551.923,305557.547,305586.054,305623.865,305684.631,305698.309,305703.393,305704.56,305692.821,305669.823,305636.884","2775378.924,2775368.02,2775347.465,2775327.985,2775300.416,2775276.65,2775234.045,2775181.281,2775137.772,2775049.052,2774929.687,2774747.611,2774708.455,2774674.027,2774635.263,2774594.895,2774544.734,2774507.935",
,,北安路北側,內湖路,明水路,台北市,,臺北市政府,42,0,10,,600,1.5,,0,,980101,"306318.813,306254.474,306203.555,306131.558,305887.927,305751.977","2775296.193,2775266.906,2775261.268,2775279.027,2775356.893,2775399.092",
,,北安路南側,明水路,內湖路,台北市,,臺北市政府,42,0,10,,600,1.5,,0,,980101,"305754.332,305949.345,306124.896,306190.436,306254.888,306331.618","2775365.982,2775311.397,2775255.516,2775238.063,2775239.991,2775273.095",
,,敬業三路東側,樂群二路,北安路,台北市,,臺北市政府,20,0,10,,488,1.5,,0,,940101,"306128.823,306127.459","2774767.155,2775245.558",
,,敬業三路西側,北安路,樂群二路,台北市,,臺北市政府,20,0,10,,488,1.5,,0,,940101,"306108.292,306116.79","2775245.811,2774749.604",
,,敬業四路東側,樂群三路,植福路,台北市,,臺北市政府,15,0,10,,422,1.5,,0,,1000101,"306343.116,306347.824","2774760.95,2775183.993",
,,敬業四路西側,植福路,樂群三路,台北市,,臺北市政府,15,0,10,,422,1.5,,0,,1000101,"306336.552,306337.155","2775177.633,2774763.251",
,,植福路北側,敬業四路,敬業三路,台北市,,臺北市政府,15,0,10,,200,1.5,,0,,940101,"306335.989,306128.986","2775191.92,2775193.281",
,,植福路南側,敬業三路,敬業四路,台北市,,臺北市政府,15,0,10,,200,1.5,,0,,940101,"306132.448,306336.428","2775185.32,2775183.392",
,,民族東路北側,龍江路,建國北路,台北市,,臺北市政府,30,0,10,,747,1.5,,0,,750101,"304577.669,303835.093","2773440.505,2773449.406",
,,民族東路南側,建國北路,龍江路,台北市,,臺北市政府,30,0,10,,747,1.5,,0,,750101,"303846.867,304571.903","2773431.508,2773418.993",
,,吉林路東側,松江路90巷,民族東路,台北市,,臺北市政府,20,0,10,,1957,1.5,,0,,790101,"303488.37,303495.207,303508.474,303522.906","2771485.022,2772109.333,2772791.491,2773433.335",
,,吉林路西側,民族東路,松江路90巷,台北市,,臺北市政府,20,0,10,,1957,1.5,,0,,790101,"303512.326,303477.489","2773430.081,2771480.991",
,,渭水路北側,八德路2段,松江路,台北市,,臺北市政府,25,0,10,,225,1.5,,0,,1000101,"304024.474,303798.225","2770948.028,2770951.787",
,,渭水路南側,松江路,八德路2段,台北市,,臺北市政府,25,0,10,,225,1.5,,0,,1000101,"303798.069,304015.739","2770940.266,2770936.916",
,,長春路北側,敦化北路,中山北路,台北市,,臺北市政府,20,0,10,,2591,1.5,,0,,790101,"305349.966,304857.126,304199.608,303597.697,303026.077,302765.239","2771924.768,2771935.849,2771949.395,2771960.975,2771967.382,2771970.691",
,,長春路南側,中山北路,敦化北路,台北市,,臺北市政府,20,0,10,,2591,1.5,,0,,790101,"302761.232,304860.496,305355.253","2771963.254,2771925.783,2771914.931",
,,內湖路1段北側,港墘路,堤頂大道,台北市,,臺北市政府,30,0,10,,1680,1.5,,0,,1000101,"308185.381,308025.093,307847.566,307667.428,307550.639,307479.709,307434.151,307394.588,307242.842,307109.136,307048.742,306971.257,306906.967,306821.623,306700.988,306617.789","2774712.86,2774781.518,2774848,2774911.926,2774953.192,2774980.031,2774994.903,2774999.389,2775005.397,2775015.692,2775032.387,2775059.201,2775090.723,2775139.659,2775209.162,2775252.127",
,,內湖路1段南側,堤頂大道,港墘路,台北市,,臺北市政府,30,0,10,,1680,1.5,,0,,1000101,"306613.626,306737.485,306875.807,306931.612,307037.303,307123.445,307248.565,307378.819,307434.621,307613.959,307886.047,308178.688","2775234.276,2775165.45,2775088.045,2775059.146,2775017.607,2774995.37,2774987.809,2774983.04,2774978.955,2774912.918,2774813.493,2774697.434",
